Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Altura (product.metafields.custom.height),Comprimento (product.metafields.custom.length),Largura (product.metafields.custom.width),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bra closure type (product.metafields.shopify.bra-closure-type),Bra coverage (product.metafields.shopify.bra-coverage),Bra features (product.metafields.shopify.bra-features),Bra strap type (product.metafields.shopify.bra-strap-type),Bra style (product.metafields.shopify.bra-style),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Cup size (product.metafields.shopify.cup-size),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Pants length type (product.metafields.shopify.pants-length-type),Shape (product.metafields.shopify.shape),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S412af68555854f9e9afe5954a865e535n.webp?v=1772038485,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Sc3c4e446c8c44996842006f2bb401740i.webp?v=1772038485,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S68d4b0e8777a43f4988e2dad12106630e.webp?v=1772038485,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S32ad37a768804e74b3bac43366ed515fo.webp?v=1772038485,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Sf1b663bf769f4c5a808b20cb8c7be274k.webp?v=1772038485,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Sb4f25cbd4ebb4d4c8743ea074da94bccE.webp?v=1772038485,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S7e71fbc894f64b5db4d57ec62e50fa82e.webp?v=1772038485,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Sd912426acff84a19b3dae5ec3a7d6153Y.webp?v=1772038486,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S03ddf3e5eb594977b5223656686529edv.webp?v=1772038485,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S2a2202b78e27404bafa466de296d3290r.webp?v=1772038485,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S38685a8ee37c4e5a8e3200d5a2103e03s.webp?v=1772038485,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S9b6570bf546d427a8137ad5b17e4084aY.webp?v=1772038485,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Sba6202b6cbf24def9cebc44ba955a210G.webp?v=1772038485,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vevshao-a22-projetor-full-hd-1080p-4k-1000ansi-android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/S999c4e9f547d4a128159178417697946B.webp?v=1772038485,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-campeao-brasil-3-camisas-premium,🔥 Kit Campeão Brasil – 3 Camisas Premium,"<h1 data-start=""176"" data-end=""245"">Kit Campeão Brasil – 3 Camisas Premium (Amarela, Azul e Preta)</h1>
<p data-start=""247"" data-end=""441"">Mostre sua paixão dentro e fora dos jogos com o <strong data-start=""295"" data-end=""322"">Kit Campeão Brasil 2025</strong>, composto por <strong data-start=""337"" data-end=""393"">3 camisas exclusivas nas cores amarela, azul e preta</strong> — um combo completo para o verdadeiro torcedor.</p>
<p data-start=""443"" data-end=""711"">Quando se tem um dos uniformes mais icônicos do mundo, não é preciso mudar muito. O modelo 2025 traz um <strong data-start=""547"" data-end=""598"">amarelo atualizado com detalhes em azul e verde</strong>, celebrando a tradição e o DNA vencedor do Brasil, além das versões azul e preta que elevam ainda mais o estilo.</p>
<hr data-start=""713"" data-end=""716"">
<h2 data-start=""718"" data-end=""755"">🔥 Inspirado nos Ícones do Futebol</h2>
<p data-start=""757"" data-end=""846"">Desenvolvido com design moderno inspirado nos grandes momentos da seleção, o kit combina:</p>
<p data-start=""848"" data-end=""932"">✔ Visual autêntico<br data-start=""866"" data-end=""869"">✔ Caimento esportivo<br data-start=""889"" data-end=""892"">✔ Estilo pronto para jogo ou dia a dia</p>
<p data-start=""934"" data-end=""1029"">Perfeito para assistir aos jogos, sair com amigos ou montar aquele look esportivo diferenciado.</p>
<hr data-start=""1031"" data-end=""1034"">
<h2 data-start=""1036"" data-end=""1080"">💨 Tecnologia Antissuor – Conforto Máximo</h2>
<p data-start=""1082"" data-end=""1135"">O tecido tecnológico com controle de umidade ajuda a:</p>
<p data-start=""1137"" data-end=""1243"">✔ Absorver o suor<br data-start=""1154"" data-end=""1157"">✔ Secar mais rápido<br data-start=""1176"" data-end=""1179"">✔ Manter o corpo confortável<br data-start=""1207"" data-end=""1210"">✔ Garantir leveza durante o uso</p>
<p data-start=""1245"" data-end=""1302"">Ideal para jogar bola, treinar ou torcer com intensidade.</p>
<hr data-start=""1304"" data-end=""1307"">
<h2 data-start=""1309"" data-end=""1333"">📦 O que você recebe:</h2>
<ul data-start=""1335"" data-end=""1466"">
<li data-start=""1335"" data-end=""1355"">
<p data-start=""1337"" data-end=""1355"">1 Camisa Amarela</p>
</li>
<li data-start=""1356"" data-end=""1373"">
<p data-start=""1358"" data-end=""1373"">1 Camisa Azul</p>
</li>
<li data-start=""1374"" data-end=""1392"">
<p data-start=""1376"" data-end=""1392"">1 Camisa Preta</p>
</li>
<li data-start=""1393"" data-end=""1418"">
<p data-start=""1395"" data-end=""1418"">Modelagem confortável</p>
</li>
<li data-start=""1419"" data-end=""1444"">
<p data-start=""1421"" data-end=""1444"">Tecido 100% poliéster</p>
</li>
<li data-start=""1445"" data-end=""1466"">
<p data-start=""1447"" data-end=""1466"">Lavável à máquina</p>
</li>
</ul>
<hr data-start=""1468"" data-end=""1471"">
<h2 data-start=""1473"" data-end=""1508"">🎯 Por que escolher o Kit com 3?</h2>
<p data-start=""1510"" data-end=""1624"">✅ Melhor custo-benefício<br data-start=""1534"" data-end=""1537"">✅ 3 cores para variar durante a semana<br data-start=""1575"" data-end=""1578"">✅ Ideal para presentear<br data-start=""1601"" data-end=""1604"">✅ Estoque limitado</p>
<hr data-start=""1626"" data-end=""1629"">
<p data-start=""1631"" data-end=""1712"">🔥 <strong data-start=""1634"" data-end=""1712"">Garanta agora o seu Kit Campeão Brasil e esteja pronto para qualquer jogo!</strong></p>",Nuvem Shop,Apparel & Accessories > Clothing > Uniforms & Workwear > Sports Uniforms,"","",true,"Tamanho das 3 Camisas (Amarela,Azul & Preta)",p-pequeno,product.metafields.shopify.size,,,,,,,,0.0,,deny,manual,347.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0629/8858/3043/files/nike-3.png?v=1771646736,1,"",false, Kit Campeão Brasil – 3 Camisas Premium,,,,,,futebol-americano; futebol,adultos,,,,,,absorcao-de-umidade; secagem-rapida,yellow; black; azul,,poliester,,acima-do-joelho,,p-pequeno; m-medio; g-grande; gg-extra-grande; xgg-plus-size,curto,unissex,,kg,,,active
kit-campeao-brasil-3-camisas-premium,,,,,,,,,m-medio,,,,,,,,,0.0,,deny,manual,347.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0629/8858/3043/files/brasil_5.webp?v=1771646784,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-campeao-brasil-3-camisas-premium,,,,,,,,,g-grande,,,,,,,,,0.0,,deny,manual,347.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0629/8858/3043/files/brasil-4.png?v=1771646784,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-campeao-brasil-3-camisas-premium,,,,,,,,,gg-extra-grande,,,,,,,,,0.0,,deny,manual,347.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0629/8858/3043/files/brasil_1.webp?v=1771646784,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-campeao-brasil-3-camisas-premium,,,,,,,,,xgg-plus-size,,,,,,,,,0.0,,deny,manual,347.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0629/8858/3043/files/brasil_2.webp?v=1771646784,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kit-campeao-brasil-3-camisas-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/brasil-0033.png?v=1771646784,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-campeao-brasil-3-camisas-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/brasil-00222.png?v=1771646784,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
